City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description,Rain in inches (last 3 hrs),Snow in inches (last 3 hrs)
399,Cranbrook,49.5,-115.77,35.6,43,20,3.36,CA,2020-03-01 18:17:47,few clouds,0.0,0.0
400,Adwa,14.16,38.9,68.27,38,80,7.52,ET,2020-03-01 18:17:47,broken clouds,0.0,0.0
401,Katsuura,35.13,140.3,50.0,81,75,12.75,JP,2020-03-01 18:17:47,light rain,0.0,0.0
402,Port Hedland,-20.32,118.57,80.6,88,4,4.7,AU,2020-03-01 18:13:33,clear sky,0.0,0.0
403,Kedrovyy,56.17,91.82,6.8,77,56,2.24,RU,2020-03-01 18:17:47,broken clouds,0.0,0.0
404,Yanam,16.73,82.22,71.6,85,48,1.3,IN,2020-03-01 18:13:03,scattered clouds,0.0,0.0
405,Arlon,49.68,5.82,46.99,93,75,12.75,BE,2020-03-01 18:17:48,light rain,0.0,0.0
406,Port Hardy,50.7,-127.42,39.2,86,90,8.05,CA,2020-03-01 18:17:48,overcast clouds,0.0,0.0
407,Ust-Ordynskiy,52.8,104.75,14.0,78,20,6.71,RU,2020-03-01 18:17:48,few clouds,0.0,0.0
408,Achutupo,9.2,-77.98,82.53,64,51,10.0,PA,2020-03-01 18:17:48,light rain,0.25,0.0
409,Palin,14.41,-90.7,87.8,49,40,16.11,GT,2020-03-01 18:17:48,scattered clouds,0.0,0.0
410,Poum,-20.23,164.02,82.4,82,100,14.52,NC,2020-03-01 18:17:48,light rain,0.44,0.0
411,San Blas,21.52,-105.27,80.6,42,5,5.46,MX,2020-03-01 18:17:49,clear sky,0.0,0.0
412,Bilibino,68.05,166.44,-17.25,100,100,1.34,RU,2020-03-01 18:12:59,overcast clouds,0.0,0.0
413,Phillaur,31.03,75.78,60.53,64,0,5.64,IN,2020-03-01 18:17:42,clear sky,0.0,0.0
414,Bengkulu,-3.8,102.27,73.06,93,100,3.53,ID,2020-03-01 18:17:49,light rain,0.81,0.0
415,Erenhot,43.65,111.98,23.05,55,93,15.03,CN,2020-03-01 18:13:13,overcast clouds,0.0,0.0
416,Lacey,47.03,-122.82,43.0,100,40,2.44,US,2020-03-01 18:17:49,scattered clouds,0.0,0.0
417,Kristiinankaupunki,62.27,21.38,29.03,94,100,12.3,FI,2020-03-01 18:17:50,snow,0.0,2.0
418,Cavalcante,-13.8,-47.46,73.06,80,100,1.05,BR,2020-03-01 18:17:50,light rain,0.13,0.0
419,Matay,28.42,30.78,58.12,39,0,9.71,EG,2020-03-01 18:17:50,clear sky,0.0,0.0
420,Belmonte,-15.86,-38.88,87.8,70,40,6.93,BR,2020-03-01 18:17:50,scattered clouds,0.0,0.0
421,Karoi,-16.81,29.69,64.65,93,38,2.8,ZW,2020-03-01 18:13:19,light rain,1.75,0.0
422,Maningrida,-12.07,134.27,84.16,78,100,8.79,AU,2020-03-01 18:17:51,light rain,0.94,0.0
423,Marystown,47.17,-55.15,28.78,89,100,25.72,CA,2020-03-01 18:17:51,light snow,0.0,0.75
424,Tambilil,5.96,124.67,78.28,83,74,3.96,PH,2020-03-01 18:17:51,light rain,2.13,0.0
425,Mazamari,-11.33,-74.53,63.81,98,100,1.21,PE,2020-03-01 18:17:51,light rain,0.87,0.0
426,Sao Joao Da Barra,-21.64,-41.05,78.8,83,90,23.04,BR,2020-03-01 18:17:52,light rain,0.0,0.0
427,Garowe,8.41,48.48,73.27,59,18,15.9,SO,2020-03-01 18:17:52,few clouds,0.0,0.0
428,Hojai,26.0,92.87,67.21,68,0,2.57,IN,2020-03-01 18:17:52,clear sky,0.0,0.0
429,Khash,28.22,61.22,59.2,30,0,7.74,IR,2020-03-01 18:13:07,clear sky,0.0,0.0
430,Lavrentiya,65.58,-171.0,-7.89,81,0,7.02,RU,2020-03-01 18:12:59,clear sky,0.0,0.0
431,Lebu,-37.62,-73.65,73.99,50,3,5.03,CL,2020-03-01 18:17:53,clear sky,0.0,0.0
432,Hemsedal,60.86,8.55,25.0,94,99,2.66,NO,2020-03-01 18:17:53,light snow,0.0,0.19
433,Kasane,-17.82,25.15,75.2,88,75,3.09,BW,2020-03-01 18:16:57,broken clouds,0.0,0.0
434,Port Macquarie,-31.43,152.92,68.0,100,40,8.34,AU,2020-03-01 18:17:53,scattered clouds,0.0,0.0
435,Yayva,59.33,57.26,24.01,61,99,5.01,RU,2020-03-01 18:12:54,light snow,0.0,0.13
436,Honiara,-9.43,159.95,78.8,100,20,3.96,SB,2020-03-01 18:17:53,few clouds,0.0,0.0
437,Mathbaria,22.29,89.96,67.64,73,0,5.5,BD,2020-03-01 18:14:01,clear sky,0.0,0.0
438,Yukamenskoye,57.89,52.24,17.78,91,26,11.34,RU,2020-03-01 18:17:54,scattered clouds,0.0,0.0
439,Guarapari,-20.67,-40.5,87.8,66,20,12.75,BR,2020-03-01 18:17:54,few clouds,0.0,0.0
440,Storforshei,66.4,14.52,8.6,84,20,2.24,NO,2020-03-01 18:17:54,few clouds,0.0,0.0
441,Codrington,-38.27,141.97,56.98,70,70,23.91,AU,2020-03-01 18:17:55,light rain,0.12,0.0
442,Hvolsvollur,63.75,-20.22,39.2,77,75,51.67,IS,2020-03-01 18:17:55,moderate rain,0.0,0.0
443,Senno,59.53,33.92,34.77,98,100,12.1,RU,2020-03-01 18:13:08,snow,0.0,1.81
444,Borujerd,33.9,48.75,37.71,76,22,14.32,IR,2020-03-01 18:17:56,light snow,0.0,0.88
445,Parga,39.28,20.4,57.2,76,20,3.2,GR,2020-03-01 18:17:56,few clouds,0.0,0.0
446,Kolondieba,11.09,-6.89,95.83,10,52,0.85,ML,2020-03-01 18:17:56,broken clouds,0.0,0.0
447,Alofi,-19.06,-169.92,75.2,100,26,4.7,NU,2020-03-01 18:13:32,light rain,0.13,0.0
448,Miram Shah,33.01,70.07,54.59,56,1,3.18,PK,2020-03-01 18:17:26,clear sky,0.0,0.0
449,Gat,31.61,34.76,57.2,76,40,4.7,IL,2020-03-01 18:17:56,scattered clouds,0.0,0.0
450,Seydi,39.48,62.91,58.06,46,0,7.38,TM,2020-03-01 18:17:35,clear sky,0.0,0.0
451,Kokopo,-4.35,152.26,84.13,73,46,5.35,PG,2020-03-01 18:17:57,light rain,0.19,0.0
452,Navrongo,10.9,-1.09,95.72,8,58,6.62,GH,2020-03-01 18:17:55,broken clouds,0.0,0.0
453,Baoding,38.85,115.49,36.55,28,39,1.07,CN,2020-03-01 18:13:14,scattered clouds,0.0,0.0
454,Tolmin,46.18,13.73,54.0,100,90,2.24,SI,2020-03-01 18:17:57,heavy intensity rain,0.0,0.0
455,Vao,-22.67,167.48,79.68,84,100,12.21,NC,2020-03-01 18:17:58,overcast clouds,0.0,0.0
456,Ambon,-3.7,128.18,78.8,88,40,4.7,ID,2020-03-01 18:16:51,scattered clouds,0.0,0.0
457,Coari,-4.08,-63.14,83.5,86,87,3.13,BR,2020-03-01 18:17:58,moderate rain,3.19,0.0
458,Canavieiras,-15.68,-38.95,87.8,70,40,6.93,BR,2020-03-01 18:17:58,scattered clouds,0.0,0.0
459,Golspie,57.97,-3.98,42.01,80,54,21.92,GB,2020-03-01 18:17:58,broken clouds,0.0,0.0
460,Banjar,-8.19,114.97,78.8,100,20,5.82,ID,2020-03-01 18:13:05,few clouds,0.0,0.0
461,Russellville,35.28,-93.13,66.2,67,90,12.75,US,2020-03-01 18:17:59,overcast clouds,0.0,0.0
462,Krasnovka,48.82,40.09,35.33,65,15,6.8,RU,2020-03-01 18:15:40,few clouds,0.0,0.0
463,Amahai,-3.33,128.92,83.43,79,100,3.33,ID,2020-03-01 18:13:34,light rain,1.0,0.0
464,Winnemucca,40.97,-117.74,33.8,59,1,11.41,US,2020-03-01 18:17:59,clear sky,0.0,0.0
465,Manggar,-2.88,108.27,82.26,83,86,14.54,ID,2020-03-01 18:16:54,overcast clouds,0.0,0.0
466,Kurumkan,54.3,110.3,1.4,69,69,3.47,RU,2020-03-01 18:18:00,broken clouds,0.0,0.0
467,Atambua,-9.11,124.89,76.69,84,99,1.57,ID,2020-03-01 18:13:34,overcast clouds,0.0,0.0
468,Coolum Beach,-26.53,153.1,70.0,94,2,2.04,AU,2020-03-01 18:15:00,clear sky,0.0,0.0
469,Coos Bay,43.37,-124.22,46.0,86,1,4.79,US,2020-03-01 18:18:00,clear sky,0.0,0.0
470,Saint George,37.1,-113.58,53.6,46,1,8.05,US,2020-03-01 18:18:00,clear sky,0.0,0.0
471,Bucerias,20.75,-105.33,81.0,57,5,6.93,MX,2020-03-01 18:18:00,clear sky,0.0,0.0
472,Florianopolis,-27.61,-48.5,81.0,65,40,14.99,BR,2020-03-01 18:18:00,scattered clouds,0.0,0.0
473,Chhatapur,26.22,87.02,72.36,40,0,4.25,IN,2020-03-01 18:18:01,clear sky,0.0,0.0
474,Bhinga,27.72,81.93,68.0,45,17,1.99,IN,2020-03-01 18:18:01,few clouds,0.0,0.0
475,Tarnobrzeg,50.57,21.68,45.0,70,97,14.99,PL,2020-03-01 18:15:41,overcast clouds,0.0,0.0
476,Yakhroma,56.3,37.48,41.0,56,90,15.66,RU,2020-03-01 18:18:01,overcast clouds,0.0,0.0
477,Cheremisinovo,51.89,37.26,39.2,64,100,11.18,RU,2020-03-01 18:18:01,overcast clouds,0.0,0.0
478,Tsurib,42.24,46.83,9.36,84,77,3.94,RU,2020-03-01 18:18:01,broken clouds,0.0,0.0
479,Praia,14.92,-23.51,78.8,50,36,21.92,CV,2020-03-01 18:18:01,scattered clouds,0.0,0.0
480,Khorixas,-20.37,14.97,71.47,43,69,12.24,NA,2020-03-01 18:18:02,broken clouds,0.0,0.0
481,Pafos,34.77,32.42,59.0,76,40,5.82,CY,2020-03-01 18:18:02,scattered clouds,0.0,0.0
482,Port-Gentil,-0.72,8.78,84.2,89,40,8.05,GA,2020-03-01 18:13:19,scattered clouds,0.0,0.0
483,Santa Cruz,-17.8,-63.17,93.2,34,14,11.41,BO,2020-03-01 18:13:30,few clouds,0.0,0.0
484,Bayir,37.27,28.22,46.4,81,0,6.93,TR,2020-03-01 18:18:02,clear sky,0.0,0.0
485,Manacapuru,-3.3,-60.62,87.8,66,40,6.93,BR,2020-03-01 18:18:02,scattered clouds,0.0,0.0
486,Bahawalnagar,30.55,73.39,61.59,62,0,6.04,PK,2020-03-01 18:18:03,clear sky,0.0,0.0
487,Ostrovnoy,68.05,39.51,7.09,77,97,7.07,RU,2020-03-01 18:18:03,overcast clouds,0.0,0.0
488,Raga,8.46,25.68,80.89,14,82,5.82,SS,2020-03-01 18:18:03,broken clouds,0.0,0.0
489,Verkhniy Uslon,55.77,48.98,26.6,73,28,8.95,RU,2020-03-01 18:18:03,scattered clouds,0.0,0.0
490,Nelson Bay,-32.72,152.15,73.99,88,70,3.38,AU,2020-03-01 18:18:03,broken clouds,0.0,0.0
491,Alice Springs,-23.7,133.88,77.0,57,90,8.05,AU,2020-03-01 18:13:33,overcast clouds,0.0,0.0
492,San Quintin,30.48,-115.95,59.41,67,100,8.19,MX,2020-03-01 18:18:04,overcast clouds,0.0,0.0
493,Kudahuvadhoo,2.67,72.89,82.71,73,39,7.45,MV,2020-03-01 18:18:04,scattered clouds,0.0,0.0
494,Ejura,7.39,-1.36,96.71,17,0,3.67,GH,2020-03-01 18:18:04,clear sky,0.0,0.0
495,Orodara,10.95,-4.93,96.8,28,93,3.36,BF,2020-03-01 18:18:04,overcast clouds,0.0,0.0
496,Miedzyrzec Podlaski,51.99,22.78,43.68,74,83,11.97,PL,2020-03-01 18:18:04,broken clouds,0.0,0.0
497,Kisangani,0.52,25.2,76.21,85,100,9.62,CD,2020-03-01 18:18:04,light rain,2.0,0.0
498,Buloh Kasap,2.55,102.76,71.85,94,61,1.23,MY,2020-03-01 18:18:05,broken clouds,0.0,0.0
499,Altayskoye,51.95,85.33,25.92,84,18,5.03,RU,2020-03-01 18:18:05,few clouds,0.0,0.0
500,Vicksburg,32.35,-90.88,69.8,26,1,16.11,US,2020-03-01 18:18:05,clear sky,0.0,0.0
501,Roebourne,-20.78,117.13,91.53,45,20,1.28,AU,2020-03-01 18:18:05,few clouds,0.0,0.0
502,Rocha,-34.48,-54.33,87.57,31,0,13.02,UY,2020-03-01 18:13:31,clear sky,0.0,0.0
503,Shimoda,34.67,138.95,44.01,91,100,3.0,JP,2020-03-01 18:13:11,light rain,2.62,0.0
504,Allapalli,19.42,80.07,74.43,52,0,2.3,IN,2020-03-01 18:18:04,clear sky,0.0,0.0
505,San Julian,21.02,-102.17,78.75,22,0,8.43,MX,2020-03-01 18:18:06,clear sky,0.0,0.0
506,Shingu,33.73,135.98,56.14,87,100,12.35,JP,2020-03-01 18:18:06,light rain,2.06,0.0
507,Hobyo,5.35,48.53,76.77,76,0,15.1,SO,2020-03-01 18:18:06,clear sky,0.0,0.0
508,Tshikapa,-6.42,20.8,77.04,76,86,2.17,CD,2020-03-01 18:18:06,overcast clouds,0.0,0.0
509,Mopti,14.67,-4.0,95.0,6,5,13.87,ML,2020-03-01 18:18:07,clear sky,0.0,0.0
510,Lere,10.39,8.57,85.32,14,55,5.84,NG,2020-03-01 18:18:07,broken clouds,0.0,0.0
511,Bria,6.54,21.99,83.01,18,79,1.92,CF,2020-03-01 18:18:07,broken clouds,0.0,0.0
512,Mackenzie,55.3,-123.17,23.0,85,90,17.22,CA,2020-03-01 18:18:07,overcast clouds,0.0,0.0
513,Bay-Khaak,51.17,94.5,7.88,87,9,4.29,RU,2020-03-01 18:18:07,clear sky,0.0,0.0
514,The Valley,18.22,-63.06,84.2,61,20,11.41,AI,2020-03-01 18:18:07,few clouds,0.0,0.0
515,Muros,42.78,-9.06,57.0,93,90,13.87,ES,2020-03-01 18:18:07,moderate rain,0.0,0.0
516,Xining,36.62,101.77,26.01,61,99,2.24,CN,2020-03-01 18:18:07,overcast clouds,0.0,0.0
517,Fort Abbas,29.19,72.85,69.08,45,0,10.18,PK,2020-03-01 18:18:08,clear sky,0.0,0.0
518,Taoudenni,22.68,-3.98,84.54,7,0,9.31,ML,2020-03-01 18:18:08,clear sky,0.0,0.0
519,Payo,-3.75,103.64,68.02,96,100,4.52,ID,2020-03-01 18:18:08,moderate rain,3.19,0.0
520,Whitehorse,60.72,-135.05,26.6,73,75,14.99,CA,2020-03-01 18:16:41,broken clouds,0.0,0.0
521,Port Lincoln,-34.73,135.87,60.87,77,96,21.9,AU,2020-03-01 18:13:33,light rain,0.13,0.0
522,Hay River,60.82,-115.8,3.2,59,75,12.75,CA,2020-03-01 18:13:26,broken clouds,0.0,0.0
523,Rundu,-17.93,19.77,80.6,39,100,3.36,NA,2020-03-01 18:18:08,overcast clouds,0.0,0.0
524,Zhigansk,66.77,123.37,-10.75,98,80,5.88,RU,2020-03-01 18:18:09,broken clouds,0.0,0.0
525,Gondar,12.6,37.47,66.69,24,49,11.39,ET,2020-03-01 18:18:09,scattered clouds,0.0,0.0
526,Aromashevo,56.86,68.64,29.01,97,100,5.23,RU,2020-03-01 18:18:09,light snow,0.0,0.5
527,Hovd,48.01,91.64,15.13,69,0,1.48,MN,2020-03-01 18:18:09,clear sky,0.0,0.0
528,Puerto Santander,8.36,-72.41,84.2,62,40,6.93,CO,2020-03-01 18:18:09,scattered clouds,0.0,0.0
529,Kunming,25.04,102.72,54.0,57,0,8.95,CN,2020-03-01 18:18:10,clear sky,0.0,0.0
530,Ketchikan,55.34,-131.65,37.4,93,90,20.8,US,2020-03-01 18:18:10,moderate rain,0.0,0.0
531,Kolobrzeg,54.18,15.58,43.0,77,96,12.26,PL,2020-03-01 18:18:10,light rain,0.19,0.0
532,Jibuti,11.5,42.5,78.8,74,1,10.27,DJ,2020-03-01 18:17:02,clear sky,0.0,0.0
533,Rodrigues Alves,-7.74,-72.65,78.8,94,90,6.93,BR,2020-03-01 18:18:10,light rain,0.0,0.0
534,Tautira,-17.73,-149.15,78.01,94,75,25.28,PF,2020-03-01 18:18:10,heavy intensity rain,0.0,0.0
535,Fairbanks,64.84,-147.72,10.99,77,75,3.13,US,2020-03-01 18:17:55,light snow,0.0,0.0
536,Lieksa,63.32,30.02,28.31,97,100,7.54,FI,2020-03-01 18:18:11,light snow,0.0,1.06
537,Cervo,43.67,-7.41,52.0,1,100,4.0,ES,2020-03-01 18:18:11,light rain,0.5,0.0
538,Camacha,33.08,-16.33,68.0,88,40,12.75,PT,2020-03-01 18:18:11,scattered clouds,0.0,0.0
539,Mayaky,47.44,29.56,42.8,69,97,18.12,UA,2020-03-01 18:15:09,overcast clouds,0.0,0.0
540,Bestobe,52.5,73.1,29.37,74,100,7.47,KZ,2020-03-01 18:18:12,overcast clouds,0.0,0.0
541,Antofagasta,-23.65,-70.4,72.0,64,20,13.87,CL,2020-03-01 18:15:29,few clouds,0.0,0.0
542,Bubaque,11.28,-15.83,81.48,72,37,15.88,GW,2020-03-01 18:18:13,scattered clouds,0.0,0.0
543,Lasa,46.62,10.7,41.0,92,90,5.82,IT,2020-03-01 18:18:13,light snow,0.0,0.0
544,Qingdao,36.1,120.37,35.01,92,3,2.24,CN,2020-03-01 18:18:14,mist,0.0,0.0
545,Shitanjing,39.23,106.34,31.19,33,48,0.85,CN,2020-03-01 18:18:14,scattered clouds,0.0,0.0
546,Aksarka,66.56,67.8,16.41,92,43,13.38,RU,2020-03-01 18:18:15,scattered clouds,0.0,0.0
547,Srandakan,-7.94,110.25,75.4,89,100,3.47,ID,2020-03-01 18:18:15,overcast clouds,0.0,0.0
548,Banda Aceh,5.56,95.32,74.16,91,78,5.3,ID,2020-03-01 18:13:56,broken clouds,0.0,0.0
549,Asyut,27.18,31.18,60.8,48,0,11.41,EG,2020-03-01 18:18:15,clear sky,0.0,0.0
550,Liverpool,53.41,-2.98,44.6,65,40,11.41,GB,2020-03-01 18:18:15,shower rain,0.0,0.0
551,Verkh-Usugli,52.7,115.17,7.34,88,99,2.73,RU,2020-03-01 18:18:15,overcast clouds,0.0,0.0
552,Karasjok,69.47,25.51,10.4,85,100,13.87,NO,2020-03-01 18:18:15,overcast clouds,0.0,0.0
553,Tutoia,-2.76,-42.27,87.8,70,40,11.41,BR,2020-03-01 18:18:16,scattered clouds,0.0,0.0
554,La Roche-Sur-Yon,46.67,-1.43,51.8,87,68,9.17,FR,2020-03-01 18:18:16,light rain,0.13,0.0
555,Pauini,-7.71,-66.98,79.16,90,100,5.75,BR,2020-03-01 18:18:16,light rain,2.5,0.0
556,Kharp,66.8,65.81,6.82,99,99,4.76,RU,2020-03-01 18:18:15,overcast clouds,0.0,0.0
557,Grand Gaube,-20.01,57.66,80.6,88,40,6.89,MU,2020-03-01 18:13:18,scattered clouds,0.0,0.0
558,Mweka,-4.85,21.57,77.0,80,94,8.21,CD,2020-03-01 18:18:17,light rain,1.38,0.0
559,San Isidro,-12.12,-77.05,80.6,65,53,14.99,PE,2020-03-01 18:18:17,broken clouds,0.0,0.0
560,Madimba,-10.4,40.33,82.4,83,40,9.13,TZ,2020-03-01 18:18:17,scattered clouds,0.0,0.0
561,Tacuarembo,-31.73,-55.98,91.83,22,0,6.42,UY,2020-03-01 18:18:17,clear sky,0.0,0.0
562,Zyryanka,65.75,150.85,-2.0,82,0,1.9,RU,2020-03-01 18:18:17,clear sky,0.0,0.0
563,Moosomin,50.13,-101.67,20.66,88,99,23.94,CA,2020-03-01 18:18:17,light snow,0.0,0.25
564,Vila Velha,-20.33,-40.29,87.8,66,20,12.75,BR,2020-03-01 18:17:04,few clouds,0.0,0.0
565,Lata,40.16,-8.33,61.0,93,75,16.11,PT,2020-03-01 18:18:18,light rain,0.0,0.0
566,San Felipe,10.34,-68.74,86.41,48,79,10.16,VE,2020-03-01 18:17:58,broken clouds,0.0,0.0
567,Ambilobe,-13.2,49.05,77.05,93,30,5.41,MG,2020-03-01 18:13:35,light rain,0.25,0.0
568,Saint-Denis,48.92,2.33,41.0,93,75,6.93,FR,2020-03-01 18:18:18,broken clouds,0.0,0.0
569,High Rock,26.62,-78.28,69.8,52,20,16.11,BS,2020-03-01 18:18:18,few clouds,0.0,0.0
570,Broken Hill,-31.95,141.43,71.6,49,99,13.87,AU,2020-03-01 18:18:18,overcast clouds,0.0,0.0
571,Puerto Maldonado,-12.6,-69.18,93.54,34,58,7.09,PE,2020-03-01 18:16:39,broken clouds,0.0,0.0
572,Maniwaki,46.38,-75.97,22.89,72,60,2.35,CA,2020-03-01 18:18:19,broken clouds,0.0,0.0
573,Victoria,22.29,114.16,73.0,78,19,2.24,HK,2020-03-01 18:13:40,few clouds,0.0,0.0
574,Zabaykalsk,49.63,117.32,-0.6,96,44,1.25,RU,2020-03-01 18:18:19,scattered clouds,0.0,0.0
575,Yashkul,46.17,45.34,40.3,63,38,5.23,RU,2020-03-01 18:18:20,scattered clouds,0.0,0.0
576,Staryy Nadym,65.61,72.68,17.26,89,1,12.57,RU,2020-03-01 18:18:20,clear sky,0.0,0.0
577,Nyurba,63.28,118.33,-8.1,98,93,4.0,RU,2020-03-01 18:18:20,overcast clouds,0.0,0.0
578,Sakaide,34.32,133.85,46.99,82,100,3.33,JP,2020-03-01 18:18:21,overcast clouds,0.0,0.0
579,Boca Do Acre,-8.75,-67.4,75.06,95,100,2.46,BR,2020-03-01 18:18:21,light rain,1.88,0.0
580,Garissa,-0.45,39.64,93.06,38,94,5.23,KE,2020-03-01 18:18:21,overcast clouds,0.0,0.0
581,Chicama,-7.84,-79.15,75.2,78,90,9.17,PE,2020-03-01 18:18:21,overcast clouds,0.0,0.0
582,Lichuan,30.3,108.85,44.58,80,98,4.83,CN,2020-03-01 18:18:22,light rain,0.25,0.0
583,Soyo,-6.13,12.37,84.2,74,86,5.82,AO,2020-03-01 18:18:22,overcast clouds,0.0,0.0
584,Okato,-39.2,173.88,68.0,75,100,8.99,NZ,2020-03-01 18:18:22,overcast clouds,0.0,0.0
585,Hanmer Springs,-42.52,172.82,55.24,69,100,2.84,NZ,2020-03-01 18:18:22,overcast clouds,0.0,0.0
586,Rudnogorsk,57.26,103.75,0.9,96,0,3.2,RU,2020-03-01 18:18:22,clear sky,0.0,0.0
587,Caceres,39.52,-6.37,57.99,83,95,10.0,ES,2020-03-01 18:18:22,light rain,1.13,0.0
588,Salalah,17.02,54.09,77.0,73,75,4.7,OM,2020-03-01 18:18:22,broken clouds,0.0,0.0
589,Jiangkou,25.49,119.2,55.4,87,90,13.42,CN,2020-03-01 18:18:23,overcast clouds,0.0,0.0
590,Coquimbo,-29.95,-71.34,68.0,68,40,11.41,CL,2020-03-01 18:18:23,scattered clouds,0.0,0.0
591,Praia Da Vitoria,38.73,-27.07,66.2,77,75,22.3,PT,2020-03-01 18:18:23,light rain,0.0,0.0
592,Mananjary,-21.22,48.33,77.07,84,8,17.27,MG,2020-03-01 18:18:23,light rain,1.38,0.0
593,Vikhorevka,56.12,101.16,5.0,84,56,4.47,RU,2020-03-01 18:18:23,broken clouds,0.0,0.0
594,Muskegon,43.3,-86.13,51.8,45,75,25.28,US,2020-03-01 18:18:23,broken clouds,0.0,0.0
595,Jieshi,22.81,115.83,72.0,72,26,1.01,CN,2020-03-01 18:18:24,scattered clouds,0.0,0.0
596,Xam Nua,20.42,104.04,62.29,98,45,3.11,LA,2020-03-01 18:18:24,light rain,0.13,0.0
597,Berezovka,53.72,25.5,38.26,88,100,9.55,BY,2020-03-01 18:18:24,overcast clouds,0.0,0.0
598,Kayes,14.0,-11.0,100.89,4,1,8.9,ML,2020-03-01 18:18:24,clear sky,0.0,0.0
599,Blagoyevo,63.37,47.92,17.47,87,89,8.9,RU,2020-03-01 18:13:43,overcast clouds,0.0,0.0
